hour,irradiance_wm2,temperature_c
2631,522.1,25.9
2632,369.4,24.8
2633,191.3,23.6
2634,0.0,22.4
2635,0.0,22.4
2636,0.0,22.4
2637,0.0,22.4
2638,0.0,22.4
2639,0.0,22.4
2640,0.0,22.4
2641,0.0,22.4
2642,0.0,22.4
2643,0.0,22.4
2644,0.0,22.4
2645,0.0,22.5
2646,0.0,22.5
2647,192.4,23.8
2648,371.9,25.0
2649,526.1,26.0
2650,644.7,26.8
2651,719.3,27.3
2652,745.0,27.5
2653,719.9,27.4
2654,645.7,26.9
2655,527.5,26.1
2656,373.1,25.1
2657,193.2,23.9
2658,0.0,22.6
2659,0.0,22.6
2660,0.0,22.6
2661,0.0,22.6
2662,0.0,22.6
2663,0.0,22.6
2664,0.0,22.6
2665,0.0,22.6
2666,0.0,22.6
2667,0.0,22.7
2668,0.0,22.7
2669,0.0,22.7
2670,0.0,22.7
2671,194.4,24.0
2672,375.6,25.2
2673,531.4,26.2
2674,651.1,27.1
2675,726.5,27.6
2676,752.5,27.7
2677,727.1,27.6
2678,652.2,27.1
2679,532.7,26.3
2680,376.9,25.3
2681,195.2,24.1
2682,0.0,22.8
2683,0.0,22.8
2684,0.0,22.8
2685,0.0,22.8
2686,0.0,22.8
2687,0.0,22.8
2688,0.0,22.9
2689,0.0,22.9
2690,0.0,22.9
2691,0.0,22.9
2692,0.0,22.9
2693,0.0,22.9
2694,0.0,22.9
2695,196.3,24.2
2696,379.3,25.4
2697,536.7,26.5
2698,657.5,27.3
2699,733.7,27.8
2700,759.9,28.0
2701,734.3,27.8
2702,658.6,27.3
2703,538.0,26.5
2704,380.5,25.5
2705,197.1,24.3
2706,0.0,23.0
2707,0.0,23.0
2708,0.0,23.0
2709,0.0,23.0
2710,0.0,23.1
2711,0.0,23.1
2712,0.0,23.1
2713,0.0,23.1
2714,0.0,23.1
2715,0.0,23.1
2716,0.0,23.1
2717,0.0,23.1
2718,0.0,23.1
2719,198.2,24.4
2720,383.0,25.6
2721,541.8,26.7
2722,663.9,27.5
2723,740.8,28.0
2724,767.2,28.2
2725,741.3,28.0
2726,664.9,27.5
2727,543.1,26.7
2728,384.2,25.7
2729,199.0,24.5
2730,0.0,23.2
2731,0.0,23.2
2732,0.0,23.3
2733,0.0,23.3
2734,0.0,23.3
2735,0.0,23.3
2736,0.0,23.3
2737,0.0,23.3
2738,0.0,23.3
2739,0.0,23.3
2740,0.0,23.3
2741,0.0,23.3
2742,0.0,23.3
2743,200.0,24.6
2744,386.6,25.9
2745,547.0,26.9
2746,670.1,27.7
2747,747.7,28.2
2748,774.4,28.4
2749,748.3,28.2
2750,671.2,27.7
2751,548.2,27.0
2752,387.8,25.9
2753,200.8,24.7
2754,0.0,23.4
2755,0.0,23.5
2756,0.0,23.5
2757,0.0,23.5
2758,0.0,23.5
2759,0.0,23.5
2760,0.0,23.5
2761,0.0,23.5
2762,0.0,23.5
2763,0.0,23.5
2764,0.0,23.5
2765,0.0,23.5
2766,0.0,23.6
2767,201.9,24.9
2768,390.2,26.1
2769,552.0,27.1
2770,676.4,27.9
2771,754.7,28.4
2772,781.6,28.6
2773,755.2,28.4
2774,677.4,28.0
2775,553.3,27.2
2776,391.4,26.1
2777,202.7,24.9
2778,0.0,23.7
2779,0.0,23.7
2780,0.0,23.7
2781,0.0,23.7
2782,0.0,23.7
2783,0.0,23.7
2784,0.0,23.7
2785,0.0,23.7
2786,0.0,23.7
2787,0.0,23.7
2788,0.0,23.7
2789,0.0,23.8
2790,0.0,23.8
2791,203.7,25.1
2792,393.7,26.3
2793,557.0,27.3
2794,682.5,28.1
2795,761.5,28.6
2796,788.6,28.8
2797,762.1,28.7
2798,683.5,28.2
2799,558.3,27.4
2800,394.9,26.4
2801,204.5,25.2
2802,0.0,23.9
2803,0.0,23.9
2804,0.0,23.9
2805,0.0,23.9
2806,0.0,23.9
2807,0.0,23.9
2808,0.0,23.9
2809,0.0,23.9
2810,0.0,23.9
2811,0.0,23.9
2812,0.0,24.0
2813,0.0,24.0
2814,0.0,24.0
2815,205.5,25.3
2816,397.2,26.5
2817,562.0,27.5
2818,688.5,28.3
2819,768.2,28.8
2820,795.6,29.0
2821,768.8,28.9
2822,689.5,28.4
2823,563.2,27.6
2824,398.4,26.6
2825,206.3,25.4
2826,0.0,24.1
2827,0.0,24.1
2828,0.0,24.1
2829,0.0,24.1
2830,0.0,24.1
2831,0.0,24.1
2832,0.0,24.1
2833,0.0,24.1
2834,0.0,24.1
2835,0.0,24.2
2836,0.0,24.2
2837,0.0,24.2
2838,0.0,24.2
2839,207.3,25.5
2840,400.7,26.7
2841,566.9,27.7
2842,694.5,28.5
2843,774.9,29.1
2844,802.5,29.2
2845,775.5,29.1
2846,695.5,28.6
2847,568.1,27.8
2848,401.8,26.8
2849,208.1,25.6
2850,0.0,24.3
2851,0.0,24.3
2852,0.0,24.3
2853,0.0,24.3
2854,0.0,24.3
2855,0.0,24.3
2856,0.0,24.3
2857,0.0,24.3
2858,0.0,24.3
2859,0.0,24.4
2860,0.0,24.4
2861,0.0,24.4
2862,0.0,24.4
2863,209.1,25.7
2864,404.1,26.9
2865,571.7,27.9
2866,700.4,28.7
2867,781.5,29.3
2868,809.3,29.4
2869,782.0,29.3
2870,701.4,28.8
2871,572.9,28.0
2872,405.2,27.0
2873,209.8,25.8
2874,0.0,24.5
2875,0.0,24.5
2876,0.0,24.5
2877,0.0,24.5
2878,0.0,24.5
2879,0.0,24.5
2880,0.0,24.5
2881,0.0,24.5
2882,0.0,24.5
2883,0.0,24.6
2884,0.0,24.6
2885,0.0,24.6
2886,0.0,24.6
2887,210.8,25.9
2888,407.5,27.1
2889,576.4,28.1
2890,706.2,28.9
2891,788.0,29.5
2892,816.1,29.6
2893,788.5,29.5
2894,707.2,29.0
2895,577.6,28.2
2896,408.6,27.2
2897,211.6,26.0
2898,0.0,24.7
2899,0.0,24.7
2900,0.0,24.7
2901,0.0,24.7
2902,0.0,24.7
2903,0.0,24.7
2904,0.0,24.7
2905,0.0,24.7
2906,0.0,24.7
2907,0.0,24.8
2908,0.0,24.8
2909,0.0,24.8
2910,0.0,24.8
2911,212.6,26.1
2912,410.8,27.3
2913,581.1,28.3
2914,712.0,29.1
2915,794.4,29.6
2916,822.7,29.8
2917,794.9,29.7
2918,712.9,29.2
2919,582.3,28.4
2920,411.9,27.4
2921,213.3,26.2
2922,0.0,24.9
2923,0.0,24.9
2924,0.0,24.9
2925,0.0,24.9
2926,0.0,24.9
2927,0.0,24.9
2928,0.0,24.9
2929,0.0,24.9
2930,0.0,24.9
2931,0.0,24.9
2932,0.0,25.0
2933,0.0,25.0
2934,0.0,25.0
2935,214.3,26.3
2936,414.1,27.5
2937,585.8,28.5
2938,717.6,29.3
2939,800.7,29.8
2940,829.2,30.0
2941,801.2,29.9
2942,718.6,29.4
2943,586.9,28.6
2944,415.1,27.6
2945,215.0,26.4
2946,0.0,25.1
2947,0.0,25.1
2948,0.0,25.1
2949,0.0,25.1
2950,0.0,25.1
2951,0.0,25.1
2952,0.0,25.1
2953,0.0,25.1
2954,0.0,25.1
2955,0.0,25.1
2956,0.0,25.1
2957,0.0,25.2
2958,0.0,25.2
2959,215.9,26.5
2960,417.3,27.7
2961,590.3,28.7
2962,723.2,29.5
2963,806.9,30.0
2964,835.6,30.2
2965,807.4,30.0
2966,724.1,29.6
2967,591.4,28.8
2968,418.3,27.7
2969,216.6,26.5
2970,0.0,25.3
2971,0.0,25.3
2972,0.0,25.3
2973,0.0,25.3
2974,0.0,25.3
2975,0.0,25.3
2976,0.0,25.3
2977,0.0,25.3
2978,0.0,25.3
2979,0.0,25.3
2980,0.0,25.3
2981,0.0,25.3
2982,0.0,25.4
2983,217.6,26.7
2984,420.5,27.9
2985,594.8,28.9
2986,728.7,29.7
2987,813.0,30.2
2988,842.0,30.4
2989,813.5,30.2
2990,729.6,29.7
2991,595.9,29.0
2992,421.5,27.9
2993,218.3,26.7
2994,0.0,25.4
2995,0.0,25.5
2996,0.0,25.5
2997,0.0,25.5
2998,0.0,25.5
2999,0.0,25.5
3000,0.0,25.5
3001,0.0,25.5
3002,0.0,25.5
3003,0.0,25.5
3004,0.0,25.5
3005,0.0,25.5
3006,0.0,25.5
3007,219.2,26.8
3008,423.6,28.1
3009,599.2,29.1
3010,734.1,29.9
3011,819.0,30.4
3012,848.2,30.6
3013,819.5,30.4
3014,735.0,29.9
3015,600.3,29.1
3016,424.6,28.1
3017,219.9,26.9
3018,0.0,25.6
3019,0.0,25.6
3020,0.0,25.6
3021,0.0,25.7
3022,0.0,25.7
3023,0.0,25.7
3024,0.0,25.7
3025,0.0,25.7
3026,0.0,25.7
3027,0.0,25.7
3028,0.0,25.7
3029,0.0,25.7
3030,0.0,25.7
3031,220.8,27.0
3032,426.6,28.2
3033,603.6,29.3
3034,739.4,30.1
3035,825.0,30.6
3036,854.3,30.8
3037,825.4,30.6
3038,740.3,30.1
3039,604.6,29.3
3040,427.7,28.3
3041,221.4,27.1
3042,0.0,25.8
3043,0.0,25.8
3044,0.0,25.8
3045,0.0,25.8
3046,0.0,25.8
3047,0.0,25.8
3048,0.0,25.9
3049,0.0,25.9
3050,0.0,25.9
3051,0.0,25.9
3052,0.0,25.9
3053,0.0,25.9
3054,0.0,25.9
3055,222.3,27.2
3056,429.7,28.4
3057,607.8,29.5
3058,744.6,30.3
3059,830.8,30.8
3060,860.3,30.9
3061,831.3,30.8
3062,745.5,30.3
3063,608.9,29.5
3064,430.7,28.5
3065,223.0,27.3
3066,0.0,26.0
3067,0.0,26.0
3068,0.0,26.0
3069,0.0,26.0
3070,0.0,26.0
3071,0.0,26.0
3072,0.0,26.0
3073,0.0,26.0
3074,0.0,26.0
3075,0.0,26.1
3076,0.0,26.1
3077,0.0,26.1
3078,0.0,26.1
3079,223.9,27.4
3080,432.6,28.6
3081,612.0,29.6
3082,749.8,30.4
3083,836.5,30.9
3084,866.2,31.1
3085,837.0,31.0
3086,750.6,30.5
3087,613.0,29.7
3088,433.6,28.6
3089,224.5,27.4
3090,0.0,26.2
3091,0.0,26.2
3092,0.0,26.2
3093,0.0,26.2
3094,0.0,26.2
3095,0.0,26.2
3096,0.0,26.2
3097,0.0,26.2
3098,0.0,26.2
3099,0.0,26.2
3100,0.0,26.2
3101,0.0,26.2
3102,0.0,26.2
3103,225.4,27.5
3104,435.5,28.8
3105,616.1,29.8
3106,754.8,30.6
3107,842.1,31.1
3108,872.1,31.3
3109,842.6,31.1
3110,755.6,30.6
3111,617.1,29.8
3112,436.5,28.8
3113,226.0,27.6
3114,0.0,26.3
3115,0.0,26.3
3116,0.0,26.3
3117,0.0,26.4
3118,0.0,26.4
3119,0.0,26.4
3120,0.0,26.4
3121,0.0,26.4
3122,0.0,26.4
3123,0.0,26.4
3124,0.0,26.4
3125,0.0,26.4
3126,0.0,26.4
3127,226.9,27.7
3128,438.4,28.9
3129,620.2,30.0
3130,759.7,30.8
3131,847.6,31.3
3132,877.7,31.5
3133,848.1,31.3
3134,760.6,30.8
3135,621.2,30.0
3136,439.3,29.0
3137,227.5,27.8
3138,0.0,26.5
3139,0.0,26.5
3140,0.0,26.5
3141,0.0,26.5
3142,0.0,26.5
3143,0.0,26.5
3144,0.0,26.5
3145,0.0,26.5
3146,0.0,26.6
3147,0.0,26.6
3148,0.0,26.6
3149,0.0,26.6
3150,0.0,26.6
3151,228.3,27.9
3152,441.2,29.1
3153,624.1,30.1
3154,764.6,30.9
3155,853.0,31.4
3156,883.3,31.6
3157,853.5,31.5
3158,765.4,31.0
3159,625.1,30.2
3160,442.1,29.2
3161,228.9,28.0
3162,0.0,26.7
3163,0.0,26.7
3164,0.0,26.7
3165,0.0,26.7
3166,0.0,26.7
3167,0.0,26.7
3168,0.0,26.7
3169,0.0,26.7
3170,0.0,26.7
3171,0.0,26.7
3172,0.0,26.7
3173,0.0,26.7
3174,0.0,26.7
3175,229.7,28.0
3176,443.9,29.3
3177,628.0,30.3
3178,769.3,31.1
3179,858.3,31.6
3180,888.8,31.8
3181,858.7,31.6
3182,770.1,31.1
3183,629.0,30.3
3184,444.8,29.3
3185,230.3,28.1
3186,0.0,26.8
3187,0.0,26.8
3188,0.0,26.8
3189,0.0,26.8
3190,0.0,26.9
3191,0.0,26.9
3192,0.0,26.9
3193,0.0,26.9
3194,0.0,26.9
3195,0.0,26.9
3196,0.0,26.9
3197,0.0,26.9
3198,0.0,26.9
3199,231.1,28.2
3200,446.6,29.4
3201,631.8,30.5
3202,774.0,31.3
3203,863.5,31.8
3204,894.2,31.9
3205,863.9,31.8
3206,774.7,31.3
3207,632.7,30.5
3208,447.5,29.5
3209,231.7,28.3
3210,0.0,27.0
3211,0.0,27.0
3212,0.0,27.0
3213,0.0,27.0
3214,0.0,27.0
3215,0.0,27.0
3216,0.0,27.0
3217,0.0,27.0
3218,0.0,27.0
3219,0.0,27.0
3220,0.0,27.0
3221,0.0,27.1
3222,0.0,27.1
3223,232.5,28.4
3224,449.3,29.6
3225,635.5,30.6
3226,778.5,31.4
3227,868.5,31.9
3228,899.4,32.1
3229,869.0,31.9
3230,779.3,31.4
3231,636.4,30.7
3232,450.1,29.6
3233,233.1,28.4
3234,0.0,27.1
3235,0.0,27.1
3236,0.0,27.1
3237,0.0,27.2
3238,0.0,27.2
3239,0.0,27.2
3240,0.0,27.2
3241,0.0,27.2
3242,0.0,27.2
3243,0.0,27.2
3244,0.0,27.2
3245,0.0,27.2
3246,0.0,27.2
3247,233.8,28.5
3248,451.8,29.7
3249,639.1,30.8
3250,783.0,31.6
3251,873.5,32.1
3252,904.5,32.2
3253,873.9,32.1
3254,783.7,31.6
3255,640.0,30.8
3256,452.7,29.8
3257,234.4,28.6
3258,0.0,27.3
3259,0.0,27.3
3260,0.0,27.3
3261,0.0,27.3
3262,0.0,27.3
3263,0.0,27.3
3264,0.0,27.3
3265,0.0,27.3
3266,0.0,27.3
3267,0.0,27.3
3268,0.0,27.3
3269,0.0,27.4
3270,0.0,27.4
3271,235.1,28.7
3272,454.3,29.9
3273,642.7,30.9
3274,787.3,31.7
3275,878.3,32.2
3276,909.5,32.4
3277,878.7,32.2
3278,788.0,31.7
3279,643.6,30.9
3280,455.2,29.9
3281,235.7,28.7
3282,0.0,27.4
3283,0.0,27.4
3284,0.0,27.4
3285,0.0,27.4
3286,0.0,27.5
3287,0.0,27.5
3288,0.0,27.5
3289,0.0,27.5
3290,0.0,27.5
3291,0.0,27.5
3292,0.0,27.5
3293,0.0,27.5
3294,0.0,27.5
3295,236.4,28.8
3296,456.8,30.0
3297,646.1,31.1
3298,791.5,31.9
3299,883.0,32.4
3300,914.4,32.5
3301,883.4,32.4
3302,792.2,31.9
3303,647.0,31.1
3304,457.6,30.1
3305,236.9,28.9
3306,0.0,27.6
3307,0.0,27.6
3308,0.0,27.6
3309,0.0,27.6
3310,0.0,27.6
3311,0.0,27.6
3312,0.0,27.6
3313,0.0,27.6
3314,0.0,27.6
3315,0.0,27.6
3316,0.0,27.6
3317,0.0,27.6
3318,0.0,27.6
3319,237.6,28.9
3320,459.2,30.2
3321,649.5,31.2
3322,795.7,32.0
3323,887.6,32.5
3324,919.1,32.7
3325,888.0,32.5
3326,796.3,32.0
3327,650.3,31.2
3328,460.0,30.2
3329,238.1,29.0
3330,0.0,27.7
3331,0.0,27.7
3332,0.0,27.7
3333,0.0,27.7
3334,0.0,27.7
3335,0.0,27.7
3336,0.0,27.7
3337,0.0,27.8
3338,0.0,27.8
3339,0.0,27.8
3340,0.0,27.8
3341,0.0,27.8
3342,0.0,27.8
3343,238.8,29.1
3344,461.5,30.3
3345,652.8,31.3
3346,799.7,32.1
3347,892.1,32.6
3348,923.8,32.8
3349,892.5,32.7
3350,800.3,32.2
3351,653.6,31.4
3352,462.3,30.3
3353,239.3,29.1
3354,0.0,27.8
3355,0.0,27.9
3356,0.0,27.9
3357,0.0,27.9
3358,0.0,27.9
3359,0.0,27.9
3360,0.0,27.9
3361,0.0,27.9
3362,0.0,27.9
3363,0.0,27.9
3364,0.0,27.9
3365,0.0,27.9
3366,0.0,27.9
3367,240.0,29.2
3368,463.8,30.4
3369,656.0,31.5
3370,803.6,32.3
3371,896.5,32.8
3372,928.3,32.9
3373,896.8,32.8
3374,804.2,32.3
3375,656.8,31.5
3376,464.5,30.5
3377,240.5,29.3
3378,0.0,28.0
3379,0.0,28.0
3380,0.0,28.0
3381,0.0,28.0
3382,0.0,28.0
3383,0.0,28.0
3384,0.0,28.0
3385,0.0,28.0
3386,0.0,28.0
3387,0.0,28.0
3388,0.0,28.0
3389,0.0,28.0
3390,0.0,28.0
3391,241.2,29.3
3392,466.0,30.6
3393,659.1,31.6
3394,807.4,32.4
3395,900.7,32.9
3396,932.7,33.1
3397,901.0,32.9
3398,808.0,32.4
3399,659.9,31.6
3400,466.7,30.6
3401,241.6,29.4
3402,0.0,28.1
3403,0.0,28.1
3404,0.0,28.1
3405,0.0,28.1
3406,0.0,28.1
3407,0.0,28.1
3408,0.0,28.1
3409,0.0,28.1
3410,0.0,28.1
3411,0.0,28.2
3412,0.0,28.2
3413,0.0,28.2
3414,0.0,28.2
3415,242.3,29.5
3416,468.1,30.7
3417,662.1,31.7
3418,811.1,32.5
3419,904.8,33.0
3420,936.9,33.2
3421,905.1,33.0
3422,811.7,32.5
3423,662.9,31.8
3424,468.8,30.7
3425,242.7,29.5
3426,0.0,28.2
3427,0.0,28.2
3428,0.0,28.2
3429,0.0,28.2
3430,0.0,28.3
3431,0.0,28.3
3432,0.0,28.3
3433,0.0,28.3
3434,0.0,28.3
3435,0.0,28.3
3436,0.0,28.3
3437,0.0,28.3
3438,0.0,28.3
3439,243.3,29.6
3440,470.2,30.8
3441,665.0,31.8
3442,814.7,32.6
3443,908.8,33.1
3444,941.0,33.3
3445,909.1,33.2
3446,815.2,32.7
3447,665.8,31.9
3448,470.8,30.8
3449,243.8,29.6
3450,0.0,28.4
3451,0.0,28.4
3452,0.0,28.4
3453,0.0,28.4
3454,0.0,28.4
3455,0.0,28.4
3456,0.0,28.4
3457,0.0,28.4
3458,0.0,28.4
3459,0.0,28.4
3460,0.0,28.4
3461,0.0,28.4
3462,0.0,28.4
3463,244.4,29.7
3464,472.2,30.9
3465,667.9,32.0
3466,818.1,32.8
3467,912.7,33.3
3468,945.0,33.4
3469,913.0,33.3
3470,818.7,32.8
3471,668.6,32.0
3472,472.8,31.0
3473,244.8,29.8
3474,0.0,28.5
3475,0.0,28.5
3476,0.0,28.5
3477,0.0,28.5
3478,0.0,28.5
3479,0.0,28.5
3480,0.0,28.5
3481,0.0,28.5
3482,0.0,28.5
3483,0.0,28.5
3484,0.0,28.5
3485,0.0,28.5
3486,0.0,28.5
3487,245.4,29.8
3488,474.1,31.0
3489,670.6,32.1
3490,821.5,32.9
3491,916.4,33.4
3492,948.9,33.6
3493,916.7,33.4
3494,822.0,32.9
3495,671.3,32.1
3496,474.8,31.1
3497,245.8,29.9
3498,0.0,28.6
3499,0.0,28.6
3500,0.0,28.6
3501,0.0,28.6
3502,0.0,28.6
3503,0.0,28.6
3504,0.0,28.6
3505,0.0,28.6
3506,0.0,28.6
3507,0.0,28.6
3508,0.0,28.6
3509,0.0,28.6
3510,0.0,28.6
3511,246.4,29.9
3512,476.0,31.1
3513,673.3,32.2
3514,824.7,33.0
3515,920.0,33.5
3516,952.6,33.7
3517,920.3,33.5
3518,825.2,33.0
3519,673.9,32.2
3520,476.6,31.2
3521,246.7,30.0
3522,0.0,28.7
3523,0.0,28.7
3524,0.0,28.7
3525,0.0,28.7
3526,0.0,28.7
3527,0.0,28.7
3528,0.0,28.7
3529,0.0,28.7
3530,0.0,28.7
3531,0.0,28.7
3532,0.0,28.7
3533,0.0,28.7
3534,0.0,28.7
3535,247.3,30.0
3536,477.8,31.2
3537,675.8,32.3
3538,827.8,33.1
3539,923.5,33.6
3540,956.2,33.8
3541,923.7,33.6
3542,828.3,33.1
3543,676.4,32.3
3544,478.4,31.3
3545,247.7,30.1
3546,0.0,28.8
3547,0.0,28.8
3548,0.0,28.8
3549,0.0,28.8
3550,0.0,28.8
3551,0.0,28.8
3552,0.0,28.8
3553,0.0,28.8
3554,0.0,28.8
3555,0.0,28.8
3556,0.0,28.8
3557,0.0,28.8
3558,0.0,28.8
3559,248.2,30.1
3560,479.5,31.3
3561,678.3,32.4
3562,830.8,33.2
3563,926.8,33.7
3564,959.6,33.9
3565,927.1,33.7
3566,831.3,33.2
3567,678.9,32.4
3568,480.1,31.4
3569,248.6,30.2
3570,0.0,28.9
3571,0.0,28.9
3572,0.0,28.9
3573,0.0,28.9
3574,0.0,28.9
3575,0.0,28.9
3576,0.0,28.9
3577,0.0,28.9
3578,0.0,28.9
3579,0.0,28.9
3580,0.0,28.9
3581,0.0,28.9
3582,0.0,28.9
3583,249.1,30.2
3584,481.2,31.4
3585,680.6,32.5
3586,833.7,33.3
3587,930.0,33.8
3588,963.0,34.0
3589,930.3,33.8
3590,834.2,33.3
3591,681.2,32.5
3592,481.8,31.5
3593,249.4,30.3
3594,0.0,29.0
3595,0.0,29.0
3596,0.0,29.0
3597,0.0,29.0
3598,0.0,29.0
3599,0.0,29.0
3600,0.0,29.0
3601,0.0,29.0
3602,0.0,29.0
3603,0.0,29.0
3604,0.0,29.0
3605,0.0,29.0
3606,0.0,29.0
3607,249.9,30.3
3608,482.8,31.5
3609,682.9,32.6
3610,836.5,33.4
3611,933.1,33.9
3612,966.1,34.1
3613,933.3,33.9
3614,836.9,33.4
3615,683.4,32.6
3616,483.3,31.6
3617,250.2,30.4
3618,0.0,29.1
3619,0.0,29.1
3620,0.0,29.1
3621,0.0,29.1
3622,0.0,29.1
3623,0.0,29.1
3624,0.0,29.1
3625,0.0,29.1
3626,0.0,29.1
3627,0.0,29.1
3628,0.0,29.1
3629,0.0,29.1
3630,0.0,29.1
3631,250.7,30.4
3632,484.3,31.6
3633,685.1,32.7
3634,839.1,33.5
3635,936.0,34.0
3636,969.2,34.1
3637,936.3,34.0
3638,839.6,33.5
3639,685.6,32.7
3640,484.8,31.7
3641,251.0,30.5
3642,0.0,29.2
3643,0.0,29.2
3644,0.0,29.2
3645,0.0,29.2
3646,0.0,29.2
3647,0.0,29.2
3648,0.0,29.2
3649,0.0,29.2
3650,0.0,29.2
3651,0.0,29.2
3652,0.0,29.2
3653,0.0,29.2
3654,0.0,29.2
3655,251.4,30.5
3656,485.8,31.7
3657,687.1,32.8
3658,841.7,33.5
3659,938.9,34.1
3660,972.1,34.2
3661,939.1,34.1
3662,842.1,33.6
3663,687.6,32.8
3664,486.3,31.7
3665,251.7,30.5
3666,0.0,29.2
3667,0.0,29.2
3668,0.0,29.3
3669,0.0,29.3
3670,0.0,29.3
3671,0.0,29.3
3672,0.0,29.3
3673,0.0,29.3
3674,0.0,29.3
3675,0.0,29.3
3676,0.0,29.3
3677,0.0,29.3
3678,0.0,29.3
3679,252.2,30.6
3680,487.2,31.8
3681,689.1,32.8
3682,844.1,33.6
3683,941.5,34.1
3684,974.9,34.3
3685,941.7,34.1
3686,844.4,33.6
3687,689.6,32.9
3688,487.7,31.8
3689,252.5,30.6
3690,0.0,29.3
3691,0.0,29.3
3692,0.0,29.3
3693,0.0,29.3
3694,0.0,29.3
3695,0.0,29.3
3696,0.0,29.3
3697,0.0,29.3
3698,0.0,29.3
3699,0.0,29.4
3700,0.0,29.4
3701,0.0,29.4
3702,0.0,29.4
3703,252.9,30.7
3704,488.5,31.9
3705,691.0,32.9
3706,846.3,33.7
3707,944.1,34.2
3708,977.5,34.4
3709,944.3,34.2
3710,846.7,33.7
3711,691.4,32.9
3712,489.0,31.9
3713,253.1,30.7
3714,0.0,29.4
3715,0.0,29.4
3716,0.0,29.4
3717,0.0,29.4
3718,0.0,29.4
3719,0.0,29.4
3720,0.0,29.4
3721,0.0,29.4
3722,0.0,29.4
3723,0.0,29.4
3724,0.0,29.4
3725,0.0,29.4
3726,0.0,29.4
3727,253.5,30.7
3728,489.8,31.9
3729,692.7,33.0
3730,848.5,33.8
3731,946.5,34.3
3732,980.0,34.5
3733,946.7,34.3
3734,848.8,33.8
3735,693.2,33.0
3736,490.2,32.0
3737,253.8,30.8
3738,0.0,29.5
3739,0.0,29.5
3740,0.0,29.5
3741,0.0,29.5
3742,0.0,29.5
3743,0.0,29.5
3744,0.0,29.5
3745,0.0,29.5
3746,0.0,29.5
3747,0.0,29.5
3748,0.0,29.5
3749,0.0,29.5
3750,0.0,29.5
3751,254.1,30.8
3752,491.0,32.0
3753,694.4,33.0
3754,850.5,33.8
3755,948.7,34.3
3756,982.3,34.5
3757,948.9,34.4
3758,850.9,33.9
3759,694.8,33.1
3760,491.3,32.0
3761,254.4,30.8
3762,0.0,29.5
3763,0.0,29.5
3764,0.0,29.5
3765,0.0,29.5
3766,0.0,29.5
3767,0.0,29.5
3768,0.0,29.6
3769,0.0,29.6
3770,0.0,29.6
3771,0.0,29.6
3772,0.0,29.6
3773,0.0,29.6
3774,0.0,29.6
3775,254.7,30.9
3776,492.1,32.1
3777,696.0,33.1
3778,852.5,33.9
3779,950.9,34.4
3780,984.5,34.6
3781,951.0,34.4
3782,852.8,33.9
3783,696.3,33.1
3784,492.4,32.1
3785,254.9,30.9
3786,0.0,29.6
3787,0.0,29.6
3788,0.0,29.6
3789,0.0,29.6
3790,0.0,29.6
3791,0.0,29.6
3792,0.0,29.6
3793,0.0,29.6
3794,0.0,29.6
3795,0.0,29.6
3796,0.0,29.6
3797,0.0,29.6
3798,0.0,29.6
3799,255.2,30.9
3800,493.1,32.1
3801,697.4,33.2
3802,854.2,34.0
3803,952.9,34.5
3804,986.6,34.6
3805,953.0,34.5
3806,854.5,34.0
3807,697.8,33.2
3808,493.4,32.1
3809,255.4,30.9
3810,0.0,29.7
3811,0.0,29.7
3812,0.0,29.7
3813,0.0,29.7
3814,0.0,29.7
3815,0.0,29.7
3816,0.0,29.7
3817,0.0,29.7
3818,0.0,29.7
3819,0.0,29.7
3820,0.0,29.7
3821,0.0,29.7
3822,0.0,29.7
3823,255.7,31.0
3824,494.1,32.2
3825,698.8,33.2
3826,855.9,34.0
3827,954.7,34.5
3828,988.5,34.7
3829,954.9,34.5
3830,856.2,34.0
3831,699.1,33.2
3832,494.4,32.2
3833,255.9,31.0
3834,0.0,29.7
3835,0.0,29.7
3836,0.0,29.7
3837,0.0,29.7
3838,0.0,29.7
3839,0.0,29.7
3840,0.0,29.7
3841,0.0,29.7
3842,0.0,29.7
3843,0.0,29.7
3844,0.0,29.7
3845,0.0,29.7
3846,0.0,29.7
3847,256.2,31.0
3848,495.0,32.2
3849,700.1,33.3
3850,857.4,34.1
3851,956.4,34.6
3852,990.2,34.7
3853,956.6,34.6
3854,857.7,34.1
3855,700.4,33.3
3856,495.3,32.3
3857,256.4,31.0
3858,0.0,29.8
3859,0.0,29.8
3860,0.0,29.8
3861,0.0,29.8
3862,0.0,29.8
3863,0.0,29.8
3864,0.0,29.8
3865,0.0,29.8
3866,0.0,29.8
3867,0.0,29.8
3868,0.0,29.8
3869,0.0,29.8
3870,0.0,29.8
3871,256.6,31.1
3872,495.8,32.3
3873,701.2,33.3
3874,858.9,34.1
3875,958.0,34.6
3876,991.9,34.8
3877,958.1,34.6
3878,859.1,34.1
3879,701.5,33.3
3880,496.1,32.3
3881,256.8,31.1
3882,0.0,29.8
3883,0.0,29.8
3884,0.0,29.8
3885,0.0,29.8
3886,0.0,29.8
3887,0.0,29.8
3888,0.0,29.8
3889,0.0,29.8
3890,0.0,29.8
3891,0.0,29.8
3892,0.0,29.8
3893,0.0,29.8
3894,0.0,29.8
3895,257.0,31.1
3896,496.5,32.3
3897,702.3,33.4
3898,860.1,34.2
3899,959.4,34.7
3900,993.3,34.8
3901,959.5,34.7
